Anomaly ID,Date,Start Time,Anomaly description,2-butanone (Trace Contaminants),Acetaldehyde (Trace Contaminants),Aux Cabin Fan #1 (L1),Aux Cabin Fan #2 (L1),bank1 Amps (Subfloor),bank2 Amps (Subfloor),bank3 Amps (Subfloor),bank4 Amps (Subfloor),Cabin Temperature (L1),Cabin Temperature (L2),Crew Quarters Humidity (Crew),Crew Quarters Radiation (Crew),Dichloromethane (Trace Contaminants),DMCPS (Trace Contaminants),Ethanol (Trace Contaminants),Ethyl Acetate (Trace Contaminants),Fuel Cell #1 Current (Subfloor),Fuel Cell #1 PQM (Subfloor),Fuel Cell #1 Stack Outlet Temp (Subfloor),Fuel Cell #2 Current (Subfloor),Fuel Cell #2 PQM (Subfloor),Fuel Cell #2 Stack Outlet Temp (Subfloor),H2O (Crew),H2O pH,HMCTS (Trace Contaminants),Humidity (L1),Humidity (L2),Main Cabin Fan #1 (L1),Main Cabin Fan #2 (L1),m-p Xylenes (Trace Contaminants),n_Butanol (Trace Contaminants),OMCTS (Trace Contaminants),o-Xylene (Trace Contaminants),ppCO2 (L1),ppCO2 (L2),ppH2 (L1),ppH2 (L2),ppH2O (L1),ppH2O (L2),ppN2 (L1),ppN2 (L2),ppO2 (L1),ppO2 (L2),Pressure (L1),Pressure (L2),Radiation (L1),Radiation (L2),Toluene (Trace Contaminants),Total Cabin Pressure (L1),Total Cabin Pressure (L2),Trimethylsilanol (Trace Contaminants),WRS Valve Flow (L2),Signature,Final Root Cause,Potential Risks,Actions Taken,End Date,End Time,Affected Susbystems
326,2/2/2010,10:11:25 AM,Aux cabin fan sensor is reading below 3500 rpm (below normal levels;sensor warning),0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Replaced aux fan is not properly fitted into the 80/20 aluminum support bracket,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Verify hex bolt 3 has the proper reaiting nut such that no extra threads are below the nut,2/2/2010,10:58:31 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
327,11/1/2014,8:02:59 PM,Aux cabin fan sensor is reading above 4000 rpm,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Wrong tug connectors are inserted into the fan,Insufficient air flow in cabin;Health hazards to crew if air flow is not within expected range/makeup;Contamination of system components with off gasing agents;Possibility of reaction with various off gasing gases;Electric hazard/reaction from voltage cables,Verify the tug connectors are inserted correctly,11/1/2014,8:39:07 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
328,3/28/2003,1:15:01 PM,Aux cabin fan sensor is reading above 3900 rpm (above normal levels;sensor warning),0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Wrong tug connectors are inserted into the fan,Electric hazard/reaction from voltage cables,Verify the tug connectors are inserted correctly,3/28/2003,1:59:48 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
329,5/25/2006,10:27:07 AM,TCCS panel is not coming out to replace AUX fans,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Aux cabin fan voltage cables were not disconnected from QDs during replacement,Electric hazard/reaction from voltage cables,Disconnect both Aux Cabin Fans 1;2 VDC power cables form fans QD,5/25/2006,11:55:24 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
330,4/22/2001,2:24:43 AM,Replacement Aux fan is not inserting properly,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Tug connector connecting 12VDC cable to TCCS front panel switch from Aux fan is disconnected,Insufficient air flow in cabin if fan is not inserted as designed,Re-secure hose assembly on fan (rotate counterclockwise for FAN 1;clockwise for FAN 2),4/22/2001,3:15:50 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
331,5/8/2001,11:23:08 PM,Replacement Aux fan is not inserting properly,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Replaced aux fan is not properly fitted into the 80/20 aluminum support bracket,Health hazards to crew if air flow is not within expected range/makeup if fan is not inserted as designed,Verify Fan type and rotate proper direction until fan is inside upstream duct,5/8/2001,11:59:34 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
332,12/25/2006,8:19:06 PM,Replacement Aux fan is not inserting properly,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Wrong direction was rotated on AUX fan when connecting to hose assembly,Contamination of system components with off gasing agents if fan is not inserted as designed,Review hose clamps and hex bolts are secured,12/25/2006,8:51:13 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
333,10/14/2005,12:19:26 PM,Replacement Aux fan is not inserting properly,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Hex bolts holding fan are not tight,Possibility of reaction with various off gasing gases if fan is not inserted as designed,Verify tug connectors are properly assigned (green to green;white to white;black to black),10/14/2005,1:35:20 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
334,9/5/2018,9:42:03 AM,Replacement Aux fan is not inserting properly,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Downstream hose and hose clamp are not fully attached to secure fan,Health hazards to crew if air flow is not within expected range/makeup if fan is not inserted as designed,Connect the hose and clamp properly,9/5/2018,10:48:43 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
335,2/20/2012,8:47:20 PM,Replacement Aux fan is not inserting properly,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Wrong tug connectors are inserted into the fan,Electric hazard/reaction from voltage cables,Verify the tug connectors are inserted correctly,2/20/2012,10:01:38 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
336,4/23/2007,12:34:42 PM,Air is leaking from side of AUX cabin fan,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Replaced aux fan does not have same air flow direction as TCCS,Insufficient air flow in cabin if fan is not inserted as designed,Re-secure hose assembly on fan (rotate counterclockwise for FAN 1;clockwise for FAN 2),4/23/2007,12:49:24 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
337,4/25/2014,3:12:58 PM,Air is leaking from side of AUX cabin fan,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Replaced aux fan is not properly fitted into the 80/20 aluminum support bracket,Health hazards to crew if air flow is not within expected range/makeup if fan is not inserted as designed,Verify Fan type and rotate proper direction until fan is inside upstream duct,4/25/2014,3:42:29 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
338,5/1/2012,12:39:19 PM,Air is leaking from side of AUX cabin fan,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Wrong direction was rotated on AUX fan when connecting to hose assembly,Contamination of system components with off gasing agents if fan is not inserted as designed,Review hose clamps and hex bolts are secured,5/1/2012,1:40:22 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
339,6/5/2019,11:05:34 PM,Air is leaking from side of AUX cabin fan,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Hex bolts holding fan are not tight,Possibility of reaction with various off gasing gases if fan is not inserted as designed,Verify tug connectors are properly assigned (green to green;white to white;black to black),6/5/2019,12:06:46 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
340,5/18/2009,9:57:10 PM,Air is leaking from side of AUX cabin fan,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Downstream hose and hose clamp are not fully attached to secure fan,Possibility of reaction with various off gasing gases if fan is not inserted as designed,Verify tug connectors are properly assigned (green to green;white to white;black to black),5/18/2009,11:01:41 PM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
341,5/20/2009,12:42:29 AM,Air is leaking from side of AUX cabin fan,0010,0010,1000,1000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,Aux Cabin Fan #1 (L1) Exceeds Lower Warning Limit;Aux Cabin Fan #2 (L1) Exceeds Lower Warning Limit;2-butanone Exceeds Upper Caution Limit;Acetaldehyde Exceeds Upper Caution Limit;Dichloromethane Exceeds Upper Caution Limit;n-Butanol Exceeds Upper Caution Limit,Wrong tug connectors are inserted into the fan,Possibility of reaction with various off gasing gases if fan is not inserted as designed,Verify tug connectors are properly assigned (green to green;white to white;black to black),5/20/2009,2:00:40 AM,Aux Cabin Fans;Main/Secondary Cabin Fans;FDA Pump;Dampener Dial;Air Fow Dampener;ECLSS Vents;Heat Exchanger
342,9/10/2000,9:52:51 AM,N2 Ballast tank alarm is sounding off,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0001,0001,0000,0000,0000,0001,0001,0000,0000,ppN2 (L1) Exceeds Upper Warning Limit;ppN2 (L2) Exceeds Upper Warning Limit;Pressure (L1) Exceeds Upper Warning Limit;Pressure (L2) Exceeds Upper Warning Limit;Total Cabin Pressure (L1) Exceeds Upper Warning Limit;Total Cabin Pressure (L2) Exceeds Upper Warning Limit,N2 Ballast tank is below/above critical pressure levels. Tank burst.,Electric circuit exposure during replacement,Replace N2 Ballast Tank by following procedure 3.115,9/10/2000,11:12:03 AM,N2 Ballast Tank
343,10/14/2001,4:51:19 PM,N2 Ballast tank alarm is sounding off,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0001,0001,0000,0000,0000,0001,0001,0000,0000,ppN2 (L1) Exceeds Upper Warning Limit;ppN2 (L2) Exceeds Upper Warning Limit;Pressure (L1) Exceeds Upper Warning Limit;Pressure (L2) Exceeds Upper Warning Limit;Total Cabin Pressure (L1) Exceeds Upper Warning Limit;Total Cabin Pressure (L2) Exceeds Upper Warning Limit,Faulty sensors,Potential increase in N2 levels will go unnoticed,Replace faulty sensors,10/14/2001,5:08:44 PM,N2 Ballast Tank
344,12/27/2012,4:15:10 PM,N2 Ballast tank or tank line is visually damaged,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0010,0010,0000,0000,0000,0010,0010,0000,0000,ppN2 (L1) Exceeds Upper Caution Limit;ppN2 (L2) Exceeds Upper Caution Limit;Pressure (L1) Exceeds Upper Caution Limit;Pressure (L2) Exceeds Upper Caution Limit;Total Cabin Pressure (L1) Exceeds Upper Caution Limit;Total Cabin Pressure (L2) Exceeds Upper Caution Limit,Tank line might be damaged,Health hazard if N2 cannot regulate 80/20 ratio,Follow procedure 3.125,12/27/2012,4:47:51 PM,N2 Ballast Tank
345,12/3/2019,9:17:00 PM,N2 cabin air levels are above warning 220.1 mmHg,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0001,0001,0000,0000,0001,0001,0000,0000,0000,0001,0001,0000,0000,ppN2 (L1) Exceeds Upper Warning Limit;ppN2 (L2) Exceeds Upper Warning Limit;Pressure (L1) Exceeds Upper Warning Limit;Pressure (L2) Exceeds Upper Warning Limit;Total Cabin Pressure (L1) Exceeds Upper Warning Limit;Total Cabin Pressure (L2) Exceeds Upper Warning Limit,Tank line may not be securely tightened,Health hazard if N2 cannot regulate 80/20 ratio,Inspect tank line and tighten first by hand then using wrench;by rotating counterclockwise,12/3/2019,9:34:51 PM,N2 Ballast Tank
346,1/19/2010,5:43:44 PM,N2 cabin air levels are above caution level 320.0 mmHg (sensor warning),0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0010,0010,0000,0000,0000,0010,0010,0000,0000,ppN2 (L1) Exceeds Upper Caution Limit;ppN2 (L2) Exceeds Upper Caution Limit;Pressure (L1) Exceeds Upper Caution Limit;Pressure (L2) Exceeds Upper Caution Limit;Total Cabin Pressure (L1) Exceeds Upper Caution Limit;Total Cabin Pressure (L2) Exceeds Upper Caution Limit,Tank line might be damaged,Health hazard if N2 cannot regulate 80/20 ratio,Replace tank line valve,1/19/2010,6:19:52 PM,N2 Ballast Tank
347,4/20/2014,3:34:25 PM,N2 cabin air levels are above caution 380 mmHg,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0010,0010,0000,0000,0000,0010,0010,0000,0000,ppN2 (L1) Exceeds Upper Caution Limit;ppN2 (L2) Exceeds Upper Caution Limit;Pressure (L1) Exceeds Upper Caution Limit;Pressure (L2) Exceeds Upper Caution Limit;Total Cabin Pressure (L1) Exceeds Upper Caution Limit;Total Cabin Pressure (L2) Exceeds Upper Caution Limit,Tank line might be loose,Health hazard if N2 cannot regulate 80/20 ratio,Inspect tank line and tighten first by hand then using wrench;by rotating counterclockwise,4/20/2014,4:12:43 PM,N2 Ballast Tank
348,12/9/2009,7:27:42 PM,Bracket gaskets holding N2 tank are damaged,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0010,0010,0000,0000,0000,0010,0010,0000,0000,ppN2 (L1) Exceeds Upper Caution Limit;ppN2 (L2) Exceeds Upper Caution Limit;Pressure (L1) Exceeds Upper Caution Limit;Pressure (L2) Exceeds Upper Caution Limit;Total Cabin Pressure (L1) Exceeds Upper Caution Limit;Total Cabin Pressure (L2) Exceeds Upper Caution Limit,Replaced rubber gaskets were not allowed to set for required 20 minutes after inserting glue,Health hazard if N2 cannot regulate 80/20 ratio,Contact MCC and get new gasket,12/9/2009,8:34:22 PM,N2 Ballast Tank
349,12/27/2016,5:42:17 AM,ECLSS gas composition is outside 80/20 mix of nitrogen to oxygen,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0010,0010,0000,0000,0000,0010,0010,0000,0000,ppN2 (L1) Exceeds Upper Caution Limit;ppN2 (L2) Exceeds Upper Caution Limit;Pressure (L1) Exceeds Upper Caution Limit;Pressure (L2) Exceeds Upper Caution Limit;Total Cabin Pressure (L1) Exceeds Upper Caution Limit;Total Cabin Pressure (L2) Exceeds Upper Caution Limit,N2 tank is empty,Electric circuit exposure during replacement,Contact MCC;inspect tank and components;replace parts as necessary,12/27/2016,6:38:18 AM,N2 Ballast Tank
350,7/17/2009,10:03:04 AM,ECLSS gas composition is outside 80/20 mix of nitrogen to oxygen,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0010,0010,0000,0000,0000,0010,0010,0000,0000,ppN2 (L1) Exceeds Upper Caution Limit;ppN2 (L2) Exceeds Upper Caution Limit;Pressure (L1) Exceeds Upper Caution Limit;Pressure (L2) Exceeds Upper Caution Limit;Total Cabin Pressure (L1) Exceeds Upper Caution Limit;Total Cabin Pressure (L2) Exceeds Upper Caution Limit,N2 tank or components are damaged,Health hazard if N2 cannot regulate 80/20 ratio,Contact MCC;inspect tank and components;replace parts as necessary,7/17/2009,11:15:22 AM,N2 Ballast Tank
351,4/2/2003,12:31:41 PM,N2 ballast tank alarm is not sounding despite air composition outside 80/20 range,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0010,0010,0000,0000,0010,0010,0000,0000,0000,0010,0010,0000,0000,ppN2 (L1) Exceeds Upper Caution Limit;ppN2 (L2) Exceeds Upper Caution Limit;Pressure (L1) Exceeds Upper Caution Limit;Pressure (L2) Exceeds Upper Caution Limit;Total Cabin Pressure (L1) Exceeds Upper Caution Limit;Total Cabin Pressure (L2) Exceeds Upper Caution Limit,Electrical/network wires are unplugged from Tank alarm,Electric circuit exposure during replacement,Verify Alarm switch is set to ARM;then contact MCC,4/2/2003,12:42:37 PM,N2 Ballast Tank
352,6/22/2018,8:26:36 PM,WRS is not filtering out water,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,WRS Valve Flow (L2) Exceeds Lower Warning Limit,Rechargeable Trap Filter is dirty,Hazardous water toxicity if consumed;Adversely effect systems dependent on water supply;Cause unknown reactions with other elements,Inspect WRS Rechargeable Trap Filter for debris;clean the filter,6/22/2018,8:56:33 PM,WRS
353,1/24/2008,3:59:28 PM,WRS is not filtering out water,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,1000,WRS Valve Flow (L2) Exceeds Lower Warning Limit,Microbial Filter is dirty,Hazardous water toxicity if consumed;Adversely effect systems dependent on water supply;Cause unknown reactions with other elements,Inspect WRS Microbial Filter for debris;clean the filter,1/24/2008,5:08:44 PM,WRS
